id,title,document,source,category,metadata_json
5a1600c5-1ca0-4c21-a24f-60b8d0fb1fb9,Grid Visualization,"Sheet: Requirements
Requirement: Grid Visualization
Description: Module that allows you to view an orthogonal representation of the network and graphically identify elements that meet a series of conditions (DER, Critical Issues, etc.). Usability, tool awareness
Value/Goal: Usability, tool awareness",Audit_Alarms_KnowledgeBase_merged.csv,Requirements,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Requirements"", ""requirements"": ""Grid Visualization"", ""value"": ""Usability, tool awareness"", ""team"": ""none"", ""macro_activity"": ""none"", ""activity"": ""none"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": NaN}"
ffd11ba1-0b5f-49e1-9397-7e70834d01f7,Audit Module,"Sheet: Requirements
Requirement: Audit Module
Description: Module that allows you to log all actions performed by users and services of the DERMS application. Process monitoring and tracking of any conflicts of interest (legal).
Value/Goal: Process monitoring and tracking of potential conflicts of interest (legal)",Audit_Alarms_KnowledgeBase_merged.csv,Requirements,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Requirements"", ""requirements"": ""Modulo di audit"", ""value"": ""Process monitoring and tracking of potential conflicts of interest (legal)"", ""team"": ""none"", ""macro_activity"": ""none"", ""activity"": ""none"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": NaN}"
3b49db62-441e-4573-af6a-f4690f694b98,Alarms Module,"Sheet: Requirements
Requirement: Alarms Module
Description: Module for designing and managing alarms and notifications in DERMS (critical issues, new contracts, network load, etc.). Operator-configurable alerts, usability.
Value/Goal: Operator-configurable alerts, usability",Audit_Alarms_KnowledgeBase_merged.csv,Requirements,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Requirements"", ""requirements"": ""Audit Module"", ""value"": ""Operator-configurable alerts, usability"", ""team"": ""none"", ""macro_activity"": ""none"", ""activity"": ""none"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": NaN}"
54dd5e0e-ba7a-4c28-aa15-25848ec40b0a,C.Calculation Team - Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien) - DERMS Grid Visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien)
Activity: DERMS Grid Visualization
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien)"", ""activity"": ""DERMS Grid Visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
2c77747f-8980-483b-99e1-e6b4a04ce854,D.Front Team - Grid Visualization DERMS/ TL - DERMS Grid Visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: DERMS Grid Visualization
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""DERMS Grid Visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
b59f0087-f34b-4a2a-8518-6a1d96f312aa,C.Calculation Team - Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien) - TL Grid Visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien)
Activity: TL Grid Visualization
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL (Metamos paginacion y algunos filtros tambien)"", ""activity"": ""TL Grid Visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
765a83d4-b0f5-45c9-8449-850597dd8db8,D.Front Team - Grid Visualization DERMS/ TL - TL Grid Visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: TL Grid Visualization
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""TL Grid Visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
ea0655e7-1802-4d22-adf9-068121830fb5,D.Front Team - Color Criticalities - Color Criticalities,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Color Criticalities
Activity: Color Criticalities
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Color Criticalities"", ""activity"": ""Color Criticalities"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
b0a4a276-85fa-42e8-b9be-44f5927366f5,D.Front Team - Operation navegation buttons - Operation navegation buttons (Operation - Ortogonal),"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Operation navegation buttons
Activity: Operation navegation buttons (Operation - Ortogonal)
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Operation navegation buttons"", ""activity"": ""Operation navegation buttons (Operation - Ortogonal)"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
83cc4502-f479-473d-b284-6744647de01e,C.Calculation Team - Display Line information - Recover Line information (name etc),"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Display Line information
Activity: Recover Line information (name etc)
Estimation (days): 0.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Display Line information"", ""activity"": ""Recover Line information (name etc)"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.5}"
9786abc0-e3d0-4dca-930f-877855542c32,A.Platform Team - Display Line information - Export Line Information,"Sheet: Stimation
Requirement: Grid Visualization
Team: A.Platform Team
MacroActivity: Display Line information
Activity: Export Line Information
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""A.Platform Team"", ""macro_activity"": ""Display Line information"", ""activity"": ""Export Line Information"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
5fb87e1d-d3c2-4b9e-9fb4-f307db599b3a,D.Front Team - Display Line information - Show Line information,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Display Line information
Activity: Show Line information
Estimation (days): 0.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Display Line information"", ""activity"": ""Show Line information"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.5}"
626cd2a2-56a6-4319-bfe6-aac38bbd87f2,D.Front Team - Adapt Icons to enel display - Change layout,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Adapt Icons to enel display
Activity: Change layout
Estimation (days): 0.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Adapt Icons to enel display"", ""activity"": ""Change layout"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.5}"
ba0d69d0-3fbc-4558-bd01-e44d78253420,D.Front Team - Adapt Icons to enel display - Adapt Legend,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Adapt Icons to enel display
Activity: Adapt Legend
Estimation (days): 0.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Adapt Icons to enel display"", ""activity"": ""Adapt Legend"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.5}"
a31f4759-cf45-45e6-b5c1-30f8e4ab9ba6,D.Front Team - Show grid finish segments - Color segment finish,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Show grid finish segments
Activity: Color segment finish
Estimation (days): 0.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Show grid finish segments"", ""activity"": ""Color segment finish"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.5}"
1f4938b5-3d38-4378-b42b-1b0f95b463d0,C.Calculation Team - Show Criticalities on the grid - Export information to FE,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Show Criticalities on the grid
Activity: Export information to FE
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Show Criticalities on the grid"", ""activity"": ""Export information to FE"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
487067c8-b245-4304-a236-46b05fc1f2cd,D.Front Team - Show Criticalities on the grid - Display Criticalities information on the grid,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Show Criticalities on the grid
Activity: Display Criticalities information on the grid
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Show Criticalities on the grid"", ""activity"": ""Display Criticalities information on the grid"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
e79dfa66-b272-48c5-b288-1a171757dbda,C.Calculation Team - Show Activation on the grid - Export information to FE,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Show Activation on the grid
Activity: Export information to FE
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Show Activation on the grid"", ""activity"": ""Export information to FE"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
e437dbab-5e58-4995-b187-dab206b8ac3b,D.Front Team - Show Activation on the grid - Display Activation information on the grid,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Show Activation on the grid
Activity: Display Activation information on the grid
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Show Activation on the grid"", ""activity"": ""Display Activation information on the grid"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
d477fba7-d3ac-416c-b461-2cf39d026333,C.Calculation Team - Show Available resources on the Grid (A nivel de operación y general) - Retrieve  Available resources and expose it to front end,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Show Available resources on the Grid (A nivel de operación y general)
Activity: Retrieve  Available resources and expose it to front end
Estimation (days): 3.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Show Available resources on the Grid (A nivel de operación y general)"", ""activity"": ""Retrieve  Available resources and expose it to front end"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 3.0}"
828538fa-91c8-4533-97d6-6f1ce9a4bbba,D.Front Team - Show Available resources on the Grid (A nivel de operación y general) - Display Avalilable resources information,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Show Available resources on the Grid (A nivel de operación y general)
Activity: Display Avalilable resources information
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Show Available resources on the Grid (A nivel de operación y general)"", ""activity"": ""Display Avalilable resources information"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
7aeb2a66-8a35-4c37-957e-c4e21cd6356e,B.Flexibility Team - Show Available resources on the Grid (A nivel de operación y general) - Export Available resources information,"Sheet: Stimation
Requirement: Grid Visualization
Team: B.Flexibility Team
MacroActivity: Show Available resources on the Grid (A nivel de operación y general)
Activity: Export Available resources information
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""B.Flexibility Team"", ""macro_activity"": ""Show Available resources on the Grid (A nivel de operación y general)"", ""activity"": ""Export Available resources information"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
30398fdc-c344-48bf-9041-49d299441430,C.Calculation Team - New page with the visualizable elements - Visualization in Page,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: New page with the visualizable elements
Activity: Visualization in Page
Estimation (days): 0.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""New page with the visualizable elements"", ""activity"": ""Visualization in Page"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.0}"
bd898165-d6f9-4350-aa70-fd922aef2813,C.Calculation Team - New page with the visualizable elements - Filters,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: New page with the visualizable elements
Activity: Filters
Estimation (days): 1.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""New page with the visualizable elements"", ""activity"": ""Filters"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.0}"
c054503f-0d9d-422b-8dcd-e8d520f0c322,D.Front Team - New page with the visualizable elements - Visualization in Page,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: New page with the visualizable elements
Activity: Visualization in Page
Estimation (days): 1.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""New page with the visualizable elements"", ""activity"": ""Visualization in Page"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.5}"
4a27459d-965a-492d-802a-43671c152041,C.Calculation Team - Grid Visualization DERMS/ TL - Flag for the visualizable elements On/off,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Flag for the visualizable elements On/off
Estimation (days): 0.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Flag for the visualizable elements On/off"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.0}"
b22a2fed-6626-4507-9cca-69ccac97f81a,D.Front Team - Grid Visualization DERMS/ TL - Flag for the visualizable elements On/off,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Flag for the visualizable elements On/off
Estimation (days): 1.5",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Flag for the visualizable elements On/off"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 1.5}"
859db4eb-780c-43be-acdf-babc947a1057,C.Calculation Team - Grid Visualization DERMS/ TL - Time Filter,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Time Filter
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Time Filter"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
3f214eff-099e-4d4f-af94-d52b8001d7b0,D.Front Team - Grid Visualization DERMS/ TL - Time Filter,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Time Filter
Estimation (days): 3.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Time Filter"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 3.0}"
7ca9b59f-65b9-4ba6-a273-63b4d4ad1556,C.Calculation Team - Grid Visualization DERMS/ TL - Capacity to select the Grid (P; P+;P-),"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Capacity to select the Grid (P; P+;P-)
Estimation (days): 0.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Capacity to select the Grid (P; P+;P-)"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 0.0}"
e2233df2-9537-40df-bda6-2116a23ab603,D.Front Team - Grid Visualization DERMS/ TL - Capacity to select the Grid (P; P+;P-),"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Grid Visualization DERMS/ TL
Activity: Capacity to select the Grid (P; P+;P-)
Estimation (days): 3.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Grid Visualization DERMS/ TL"", ""activity"": ""Capacity to select the Grid (P; P+;P-)"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 3.0}"
dd019b5e-5d82-4a24-9286-d678f7d09145,C.Calculation Team - Manual Activation from grid visualization - Manual Activation from grid visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Manual Activation from grid visualization
Activity: Manual Activation from grid visualization
Estimation (days): 2.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Manual Activation from grid visualization"", ""activity"": ""Manual Activation from grid visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 2.0}"
741fd118-f6e6-43fb-b282-3af4ecb9cb16,D.Front Team - Manual Activation from grid visualization - Manual Activation from grid visualization,"Sheet: Stimation
Requirement: Grid Visualization
Team: D.Front Team
MacroActivity: Manual Activation from grid visualization
Activity: Manual Activation from grid visualization
Estimation (days): 4.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""D.Front Team"", ""macro_activity"": ""Manual Activation from grid visualization"", ""activity"": ""Manual Activation from grid visualization"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 4.0}"
a71bcc70-ed53-4cc6-8098-638261b97947,C.Calculation Team - Storage grid topology for 1 day - Storage grid topology for 1 day,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Storage grid topology for 1 day
Activity: Storage grid topology for 1 day
Estimation (days): 5.0",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Storage grid topology for 1 day"", ""activity"": ""Storage grid topology for 1 day"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": 5.0}"
447f44fc-c2e8-43fa-864b-7f4d4581a99d,C.Calculation Team - Improve grid visualization with PUC data - Improve grid visualization with PUC data,"Sheet: Stimation
Requirement: Grid Visualization
Team: C.Calculation Team
MacroActivity: Improve grid visualization with PUC data
Activity: Improve grid visualization with PUC data",Audit_Alarms_KnowledgeBase_merged.csv,Stimation,"{""source_file"": ""Audit_Alarms_KnowledgeBase_merged.csv"", ""sheet"": ""Stimation"", ""requirements"": ""Grid Visualization"", ""value"": ""none"", ""team"": ""C.Calculation Team"", ""macro_activity"": ""Improve grid visualization with PUC data"", ""activity"": ""Improve grid visualization with PUC data"", ""profile"": ""none"", ""rate_per_day"": ""none"", ""estimation_days"": NaN}"
